isolate_id	strain	host	date	segment	region	country	division	host_raw_name	outbreak	genbank_title
PQ525413.1	A/Washington/239/2024	Human	10/18/2024	4	North America	United States	Washington	Human	yes	Influenza A virus (A/Washington/239/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ525420.1	A/Washington/247/2024	Human	10/18/2024	4	North America	United States	Washington	Human	yes	Influenza A virus (A/Washington/247/2024(H5)) segment 4 hemagglutinin (HA) gene, complete cds
PQ591837.1	A/Washington/251/2024	Human	10/24/2024	4	North America	United States	Washington	Human	yes	Influenza A virus (A/Washington/251/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ591833.1	A/Washington/252/2024	Human	10/24/2024	4	North America	United States	Washington	Human	yes	Influenza A virus (A/Washington/252/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ591834.1	A/Washington/253/2024	Human	10/24/2024	4	North America	United States	Washington	Human	yes	Influenza A virus (A/Washington/253/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ585632.1	A/Washington/UW32495/2024	Human	10/18/2024	4	North America	United States	Washington	Human	yes	Influenza A virus (A/Washington/UW32495/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ615366.1	A/Washington/255/2024	Human	10/29/2024	4	North America	United States	Washington	Human	yes	Influenza A virus (A/Washington/255/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ885521.1	A/Washington/254/2024-egg	Human	10/23/2024	4	North America	United States	Washington	Human	yes	Influenza A virus (A/Washington/254/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ824942.1	A/chicken/Washington/W242850087-1/2024_H5N1	Chicken	10/11/2024	4	North America	USA	Washington	Gallus gallus	yes	Influenza A virus (A/chicken/Washington/W242850087-1/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ825740.1	A/chicken/Washington/W242850087-2/2024_H5N1	Chicken	10/11/2024	4	North America	USA	Washington	Gallus gallus	yes	Influenza A virus (A/chicken/Washington/W242850087-2/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ663857.1	A/Guineafowl/WA/24-030328-001-original/2024_H5N1	Wild Birds	10/15/2024	4	North America	USA	Washington	Numididae sp.	no	Influenza A virus (A/Guineafowl/WA/24-030328-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ663865.1	A/Guineafowl/WA/24-030328-002-original/2024_H5N1	Wild Birds	10/15/2024	4	North America	USA	Washington	Numididae sp.	no	Influenza A virus (A/Guineafowl/WA/24-030328-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ664425.1	A/chicken/OR/24-030904-001-original/2024_H5N1	Chicken	10/21/2024	4	North America	USA	Oregon	Gallus gallus	no	Influenza A virus (A/chicken/OR/24-030904-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ664433.1	A/chicken/OR/24-030904-002-original/2024_H5N1	Chicken	10/21/2024	4	North America	USA	Oregon	Gallus gallus	no	Influenza A virus (A/chicken/OR/24-030904-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ664457.1	A/chicken/WA/24-031352-001-original/2024_H5N1	Chicken	10/21/2024	4	North America	USA	Washington	Gallus gallus	no	Influenza A virus (A/chicken/WA/24-031352-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ664465.1	A/chicken/WA/24-031352-002-original/2024_H5N1	Chicken	10/21/2024	4	North America	USA	Washington	Gallus gallus	no	Influenza A virus (A/chicken/WA/24-031352-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ664473.1	A/chicken/WA/24-031352-003-original/2024_H5N1	Chicken	10/21/2024	4	North America	USA	Washington	Gallus gallus	no	Influenza A virus (A/chicken/WA/24-031352-003-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ797953.1	A/chicken/CA/24-032296-001-original/2024_H5N1	Chicken	10/30/2024	4	North America	USA	California	Gallus gallus	no	Influenza A virus (A/chicken/CA/24-032296-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ797961.1	A/chicken/CA/24-032296-002-original/2024_H5N1	Chicken	10/30/2024	4	North America	USA	California	Gallus gallus	no	Influenza A virus (A/chicken/CA/24-032296-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ797969.1	A/chicken/MT/24-032160-001-original/2024_H5N1	Chicken	10/24/2024	4	North America	USA	Montana	Gallus gallus	no	Influenza A virus (A/chicken/MT/24-032160-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ797977.1	A/chicken/MT/24-032160-002-original/2024_H5N1	Chicken	10/24/2024	4	North America	USA	Montana	Gallus gallus	no	Influenza A virus (A/chicken/MT/24-032160-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ797985.1	A/chicken/MT/24-032160-003-original/2024_H5N1	Chicken	10/24/2024	4	North America	USA	Montana	Gallus gallus	no	Influenza A virus (A/chicken/MT/24-032160-003-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ797993.1	A/chicken/MT/24-032160-004-original/2024_H5N1	Chicken	10/24/2024	4	North America	USA	Montana	Gallus gallus	no	Influenza A virus (A/chicken/MT/24-032160-004-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ798001.1	A/chicken/WA/24-032191-001-original/2024_H5N1	Chicken	10/30/2024	4	North America	USA	Washington	Gallus gallus	no	Influenza A virus (A/chicken/WA/24-032191-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ798009.1	A/chicken/WA/24-032191-002-original/2024_H5N1	Chicken	10/30/2024	4	North America	USA	Washington	Gallus gallus	no	Influenza A virus (A/chicken/WA/24-032191-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ798017.1	A/chicken/WA/24-032191-003-original/2024_H5N1	Chicken	10/30/2024	4	North America	USA	Washington	Gallus gallus	no	Influenza A virus (A/chicken/WA/24-032191-003-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ798025.1	A/chicken/WA/24-032191-004-original/2024_H5N1	Chicken	10/30/2024	4	North America	USA	Washington	Gallus gallus	no	Influenza A virus (A/chicken/WA/24-032191-004-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ798033.1	A/chicken/WA/24-032192-001-original/2024_H5N1	Chicken	10/28/2024	4	North America	USA	Washington	Gallus gallus	no	Influenza A virus (A/chicken/WA/24-032192-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ798041.1	A/chicken/WA/24-032809-001-original/2024_H5N1	Chicken	11/5/2024	4	North America	USA	Washington	Gallus gallus	no	Influenza A virus (A/chicken/WA/24-032809-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ798049.1	A/chicken/WA/24-032809-002-original/2024_H5N1	Chicken	11/5/2024	4	North America	USA	Washington	Gallus gallus	no	Influenza A virus (A/chicken/WA/24-032809-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ798065.1	A/goose/OR/24-032167-001-original/2024_H5N1	Wild Birds	10/28/2024	4	North America	USA	Oregon	Anatidae	no	Influenza A virus (A/goose/OR/24-032167-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ798073.1	A/goose/OR/24-032167-002-original/2024_H5N1	Wild Birds	10/28/2024	4	North America	USA	Oregon	Anatidae	no	Influenza A virus (A/goose/OR/24-032167-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ809550.1	A/Louisiana/12/2024_OR_IR_H5N1	Human	12/11/2024	4	North America	USA	Louisiana	Homo sapiens	no	Influenza A virus (A/Louisiana/12/2024 OR_IR(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ843406.1	A/Duck/AZ/24-034642-005-original/2024_H5N1	Wild Birds	11/20/2024	4	North America	USA	Arizona	Anatidae	no	Influenza A virus (A/Duck/AZ/24-034642-005-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ843510.1	A/Turkey/AZ/24-034642-006-original/2024_H5N1	Turkey	11/20/2024	4	North America	USA	Arizona	Meleagris gallopavo	no	Influenza A virus (A/Turkey/AZ/24-034642-006-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ843542.1	A/Turkey/UT/24-034636-001-original/2024_H5N1	Turkey	11/18/2024	4	North America	USA	Utah	Meleagris gallopavo	no	Influenza A virus (A/Turkey/UT/24-034636-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ843550.1	A/Turkey/UT/24-034636-002-original/2024_H5N1	Turkey	11/18/2024	4	North America	USA	Utah	Meleagris gallopavo	no	Influenza A virus (A/Turkey/UT/24-034636-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ843558.1	A/Turkey/UT/24-034636-003-original/2024_H5N1	Turkey	11/18/2024	4	North America	USA	Utah	Meleagris gallopavo	no	Influenza A virus (A/Turkey/UT/24-034636-003-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ843566.1	A/Turkey/UT/24-034636-004-original/2024_H5N1	Turkey	11/18/2024	4	North America	USA	Utah	Meleagris gallopavo	no	Influenza A virus (A/Turkey/UT/24-034636-004-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ843990.1	A/chicken/AK/24-034057-001-original/2024_H5N1	Chicken	11/12/2024	4	North America	USA	Alaska	Gallus gallus	no	Influenza A virus (A/chicken/AK/24-034057-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ843998.1	A/chicken/AK/24-034057-002-original/2024_H5N1	Chicken	11/12/2024	4	North America	USA	Alaska	Gallus gallus	no	Influenza A virus (A/chicken/AK/24-034057-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ844006.1	A/chicken/AK/24-034057-003-original/2024_H5N1	Chicken	11/12/2024	4	North America	USA	Alaska	Gallus gallus	no	Influenza A virus (A/chicken/AK/24-034057-003-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ844014.1	A/chicken/AK/24-034057-004-original/2024_H5N1	Chicken	11/12/2024	4	North America	USA	Alaska	Gallus gallus	no	Influenza A virus (A/chicken/AK/24-034057-004-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ844022.1	A/chicken/AZ/24-034642-003-original/2024_H5N1	Chicken	11/20/2024	4	North America	USA	Arizona	Gallus gallus	no	Influenza A virus (A/chicken/AZ/24-034642-003-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ844030.1	A/chicken/AZ/24-034642-004-original/2024_H5N1	Chicken	11/20/2024	4	North America	USA	Arizona	Gallus gallus	no	Influenza A virus (A/chicken/AZ/24-034642-004-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ844046.1	A/chicken/CA/24-034441-001-original/2024_H5N1	Chicken	11/18/2024	4	North America	USA	California	Gallus gallus	no	Influenza A virus (A/chicken/CA/24-034441-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ844054.1	A/chicken/CA/24-034441-003-original/2024_H5N1	Chicken	11/18/2024	4	North America	USA	California	Gallus gallus	no	Influenza A virus (A/chicken/CA/24-034441-003-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ844062.1	A/chicken/CA/24-034655-001-original/2024_H5N1	Chicken	11/18/2024	4	North America	USA	California	Gallus gallus	no	Influenza A virus (A/chicken/CA/24-034655-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ844086.1	A/chicken/ND/24-034804-001-original/2024_H5N1	Chicken	11/21/2024	4	North America	USA	North Dakota	Gallus gallus	no	Influenza A virus (A/chicken/ND/24-034804-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ844094.1	A/chicken/OK/24-034639-001-original/2024_H5N1	Chicken	11/19/2024	4	North America	USA	Oklahoma	Gallus gallus	no	Influenza A virus (A/chicken/OK/24-034639-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ844102.1	A/chicken/OK/24-034639-002-original/2024_H5N1	Chicken	11/19/2024	4	North America	USA	Oklahoma	Gallus gallus	no	Influenza A virus (A/chicken/OK/24-034639-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ844110.1	A/chicken/SD/24-033963-001-original/2024_H5N1	Chicken	11/13/2024	4	North America	USA	South Dakota	Gallus gallus	no	Influenza A virus (A/chicken/SD/24-033963-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ844118.1	A/chicken/UT/24-034635-001-original/2024_H5N1	Chicken	11/18/2024	4	North America	USA	Utah	Gallus gallus	no	Influenza A virus (A/chicken/UT/24-034635-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ844126.1	A/chicken/WA/24-034062-001-original/2024_H5N1	Chicken	11/13/2024	4	North America	USA	Washington	Gallus gallus	no	Influenza A virus (A/chicken/WA/24-034062-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ844134.1	A/goose/WA/24-033829-001-original/2024_H5N1	Wild Birds	11/12/2024	4	North America	USA	Washington	Anatidae	no	Influenza A virus (A/goose/WA/24-033829-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ859341.1	A/chicken/LA/24-037003-001-original/2024_H5N1	Chicken	12/9/2024	4	North America	USA	Louisiana	Gallus gallus	no	Influenza A virus (A/chicken/LA/24-037003-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ859349.1	A/chicken/LA/24-037801-001-original/2024_H5N1	Chicken	12/9/2024	4	North America	USA	Louisiana	Gallus gallus	no	Influenza A virus (A/chicken/LA/24-037801-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ859357.1	A/chicken/LA/24-037801-002-original/2024_H5N1	Chicken	12/9/2024	4	North America	USA	Louisiana	Gallus gallus	no	Influenza A virus (A/chicken/LA/24-037801-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ859365.1	A/chicken/LA/24-037801-003-original/2024_H5N1	Chicken	12/9/2024	4	North America	USA	Louisiana	Gallus gallus	no	Influenza A virus (A/chicken/LA/24-037801-003-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ859373.1	A/chicken/LA/24-037801-004-original/2024_H5N1	Chicken	12/9/2024	4	North America	USA	Louisiana	Gallus gallus	no	Influenza A virus (A/chicken/LA/24-037801-004-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ892574.1	A/Duck/UT/24-035686-002-original/2024_H5N1	Wild Birds	11/27/2024	4	North America	USA	Utah	Anatidae	no	Influenza A virus (A/Duck/UT/24-035686-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ892590.1	A/Tiger/ID/24-035868-001-original/2024_H5N1	Non-human mammal	11/19/2024	4	North America	USA	Idaho	Panthera tigris	no	Influenza A virus (A/Tiger/ID/24-035868-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ892662.1	A/Turkey/ND/24-035295-001-original/2024_H5N1	Turkey	11/25/2024	4	North America	USA	North Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/ND/24-035295-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ892670.1	A/Turkey/SD/24-035157-001-original/2024_H5N1	Turkey	11/24/2024	4	North America	USA	South Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/SD/24-035157-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ892678.1	A/Turkey/SD/24-035157-002-original/2024_H5N1	Turkey	11/24/2024	4	North America	USA	South Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/SD/24-035157-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ892686.1	A/Turkey/SD/24-035157-003-original/2024_H5N1	Turkey	11/24/2024	4	North America	USA	South Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/SD/24-035157-003-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ892694.1	A/Turkey/SD/24-035157-004-original/2024_H5N1	Turkey	11/24/2024	4	North America	USA	South Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/SD/24-035157-004-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ892702.1	A/Turkey/SD/24-035288-001-original/2024_H5N1	Turkey	11/25/2024	4	North America	USA	South Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/SD/24-035288-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ892710.1	A/Turkey/SD/24-035288-002-original/2024_H5N1	Turkey	11/25/2024	4	North America	USA	South Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/SD/24-035288-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ892718.1	A/Turkey/SD/24-035288-003-original/2024_H5N1	Turkey	11/25/2024	4	North America	USA	South Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/SD/24-035288-003-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ892726.1	A/Turkey/SD/24-035687-001-original/2024_H5N1	Turkey	12/1/2024	4	North America	USA	South Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/SD/24-035687-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ892734.1	A/Turkey/SD/24-035687-002-original/2024_H5N1	Turkey	12/1/2024	4	North America	USA	South Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/SD/24-035687-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ892742.1	A/Turkey/SD/24-035690-001-original/2024_H5N1	Turkey	12/1/2024	4	North America	USA	South Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/SD/24-035690-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ892750.1	A/Turkey/SD/24-035690-002-original/2024_H5N1	Turkey	12/1/2024	4	North America	USA	South Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/SD/24-035690-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ892758.1	A/Turkey/SD/24-035932-001-original/2024_H5N1	Turkey	12/2/2024	4	North America	USA	South Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/SD/24-035932-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ892934.1	A/chicken/AK/24-035126-001-original/2024_H5N1	Chicken	11/21/2024	4	North America	USA	Alaska	Gallus gallus	no	Influenza A virus (A/chicken/AK/24-035126-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ892942.1	A/chicken/AK/24-035126-002-original/2024_H5N1	Chicken	11/21/2024	4	North America	USA	Alaska	Gallus gallus	no	Influenza A virus (A/chicken/AK/24-035126-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ892950.1	A/chicken/KS/24-035703-001-original/2024_H5N1	Chicken	12/2/2024	4	North America	USA	Kansas	Gallus gallus	no	Influenza A virus (A/chicken/KS/24-035703-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ892958.1	A/chicken/KS/24-035703-002-original/2024_H5N1	Chicken	12/2/2024	4	North America	USA	Kansas	Gallus gallus	no	Influenza A virus (A/chicken/KS/24-035703-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ892966.1	A/chicken/OK/24-035675-001-original/2024_H5N1	Chicken	11/29/2024	4	North America	USA	Oklahoma	Gallus gallus	no	Influenza A virus (A/chicken/OK/24-035675-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ892974.1	A/chicken/OK/24-035675-002-original/2024_H5N1	Chicken	11/29/2024	4	North America	USA	Oklahoma	Gallus gallus	no	Influenza A virus (A/chicken/OK/24-035675-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ892982.1	A/chicken/OK/24-035675-003-original/2024_H5N1	Chicken	11/29/2024	4	North America	USA	Oklahoma	Gallus gallus	no	Influenza A virus (A/chicken/OK/24-035675-003-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ893006.1	A/chicken/TN/24-035519-003-original/2024_H5N1	Chicken	11/26/2024	4	North America	USA	Tennessee	Gallus gallus	no	Influenza A virus (A/chicken/TN/24-035519-003-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ893014.1	A/chicken/TN/24-035519-004-original/2024_H5N1	Chicken	11/26/2024	4	North America	USA	Tennessee	Gallus gallus	no	Influenza A virus (A/chicken/TN/24-035519-004-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ893022.1	A/chicken/TN/24-035519-005-original/2024_H5N1	Chicken	11/26/2024	4	North America	USA	Tennessee	Gallus gallus	no	Influenza A virus (A/chicken/TN/24-035519-005-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ893030.1	A/chicken/UT/24-035260-001-original/2024_H5N1	Chicken	11/21/2024	4	North America	USA	Utah	Gallus gallus	no	Influenza A virus (A/chicken/UT/24-035260-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PQ893038.1	A/chicken/UT/24-035260-002-original/2024_H5N1	Chicken	11/21/2024	4	North America	USA	Utah	Gallus gallus	no	Influenza A virus (A/chicken/UT/24-035260-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV059865.1	A/Duck/CA/24-035869-001-original-repeat/2024_H5N1	Wild Birds	11/25/2024	4	North America	USA	California	Anatidae	no	Influenza A virus (A/Duck/CA/24-035869-001-original-repeat/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV059873.1	A/Mountain_Lion/AZ/24-036741-001-original/2024_H5N1	Non-human mammal	12/5/2024	4	North America	USA	Arizona	Puma concolor	no	Influenza A virus (A/Mountain Lion/AZ/24-036741-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV059881.1	A/Mountain_Lion/AZ/24-036741-002-original/2024_H5N1	Non-human mammal	12/5/2024	4	North America	USA	Arizona	Puma concolor	no	Influenza A virus (A/Mountain Lion/AZ/24-036741-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV059889.1	A/Swan/AZ/24-036510-002-original/2024_H5N1	Wild Birds	12/5/2024	4	North America	USA	Arizona	Anatidae	no	Influenza A virus (A/Swan/AZ/24-036510-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV059897.1	A/Swan/AZ/24-036510-003-original/2024_H5N1	Wild Birds	12/5/2024	4	North America	USA	Arizona	Anatidae	no	Influenza A virus (A/Swan/AZ/24-036510-003-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV059921.1	A/Turkey/IA/24-036948-001-original/2024_H5N1	Turkey	12/10/2024	4	North America	USA	Iowa	Meleagris gallopavo	no	Influenza A virus (A/Turkey/IA/24-036948-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV059929.1	A/Turkey/IA/24-036948-002-original/2024_H5N1	Turkey	12/10/2024	4	North America	USA	Iowa	Meleagris gallopavo	no	Influenza A virus (A/Turkey/IA/24-036948-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV059937.1	A/Turkey/IL/24-037156-001-original/2024_H5N1	Turkey	12/11/2024	4	North America	USA	Illinois	Meleagris gallopavo	no	Influenza A virus (A/Turkey/IL/24-037156-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV059945.1	A/Turkey/IL/24-037156-002-original/2024_H5N1	Turkey	12/11/2024	4	North America	USA	Illinois	Meleagris gallopavo	no	Influenza A virus (A/Turkey/IL/24-037156-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV059953.1	A/Turkey/KS/24-036528-001-original/2024_H5N1	Turkey	12/7/2024	4	North America	USA	Kansas	Meleagris gallopavo	no	Influenza A virus (A/Turkey/KS/24-036528-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV059985.1	A/Turkey/NE/24-036590-001-original/2024_H5N1	Turkey	12/8/2024	4	North America	USA	Nebraska	Meleagris gallopavo	no	Influenza A virus (A/Turkey/NE/24-036590-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV059993.1	A/Turkey/NE/24-036590-002-original/2024_H5N1	Turkey	12/8/2024	4	North America	USA	Nebraska	Meleagris gallopavo	no	Influenza A virus (A/Turkey/NE/24-036590-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060001.1	A/Turkey/NE/24-036590-004-original/2024_H5N1	Turkey	12/8/2024	4	North America	USA	Nebraska	Meleagris gallopavo	no	Influenza A virus (A/Turkey/NE/24-036590-004-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060009.1	A/Turkey/NE/24-036590-005-original/2024_H5N1	Turkey	12/8/2024	4	North America	USA	Nebraska	Meleagris gallopavo	no	Influenza A virus (A/Turkey/NE/24-036590-005-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060017.1	A/Turkey/NE/24-036590-006-original/2024_H5N1	Turkey	12/8/2024	4	North America	USA	Nebraska	Meleagris gallopavo	no	Influenza A virus (A/Turkey/NE/24-036590-006-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060025.1	A/Turkey/NE/24-036590-007-original/2024_H5N1	Turkey	12/8/2024	4	North America	USA	Nebraska	Meleagris gallopavo	no	Influenza A virus (A/Turkey/NE/24-036590-007-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060033.1	A/Turkey/NE/24-036590-008-original/2024_H5N1	Turkey	12/8/2024	4	North America	USA	Nebraska	Meleagris gallopavo	no	Influenza A virus (A/Turkey/NE/24-036590-008-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060041.1	A/Turkey/SD/24-036334-001-original/2024_H5N1	Turkey	12/5/2024	4	North America	USA	South Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/SD/24-036334-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060049.1	A/Turkey/SD/24-036334-002-original/2024_H5N1	Turkey	12/5/2024	4	North America	USA	South Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/SD/24-036334-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060057.1	A/Turkey/SD/24-036337-001-original/2024_H5N1	Turkey	12/5/2024	4	North America	USA	South Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/SD/24-036337-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060065.1	A/Turkey/SD/24-036337-002-original/2024_H5N1	Turkey	12/5/2024	4	North America	USA	South Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/SD/24-036337-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060073.1	A/Turkey/SD/24-036595-001-original/2024_H5N1	Turkey	12/6/2024	4	North America	USA	South Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/SD/24-036595-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
