isolate_id	strain	host	date	segment	region	country	division	host_raw_name	outbreak	genbank_title
PV338980.1	A/chicken/IA/25-003747-001-original/2025_H5N1	Chicken	2/1/2025	4	North America	USA	Iowa	Gallus gallus	no	Influenza A virus (A/chicken/IA/25-003747-001-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV338988.1	A/chicken/ID/25-003245-001-original/2025_H5N1	Chicken	1/27/2025	4	North America	USA	Idaho	Gallus gallus	no	Influenza A virus (A/chicken/ID/25-003245-001-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV338996.1	A/chicken/ID/25-003245-002-original/2025_H5N1	Chicken	1/27/2025	4	North America	USA	Idaho	Gallus gallus	no	Influenza A virus (A/chicken/ID/25-003245-002-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339004.1	A/chicken/IN/25-002875-001-original/2025_H5N1	Chicken	1/25/2025	4	North America	USA	Indiana	Gallus gallus	no	Influenza A virus (A/chicken/IN/25-002875-001-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339012.1	A/chicken/IN/25-002875-003-original/2025_H5N1	Chicken	1/25/2025	4	North America	USA	Indiana	Gallus gallus	no	Influenza A virus (A/chicken/IN/25-002875-003-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339068.1	A/chicken/MD/25-003479-001-original/2025_H5N1	Chicken	1/28/2025	4	North America	USA	Maryland	Gallus gallus	no	Influenza A virus (A/chicken/MD/25-003479-001-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339076.1	A/chicken/MD/25-003479-002-original/2025_H5N1	Chicken	1/28/2025	4	North America	USA	Maryland	Gallus gallus	no	Influenza A virus (A/chicken/MD/25-003479-002-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339084.1	A/chicken/MO/25-002892-001-original/2025_H5N1	Chicken	1/26/2025	4	North America	USA	Missouri	Gallus gallus	no	Influenza A virus (A/chicken/MO/25-002892-001-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339092.1	A/chicken/MO/25-002892-002-original/2025_H5N1	Chicken	1/26/2025	4	North America	USA	Missouri	Gallus gallus	no	Influenza A virus (A/chicken/MO/25-002892-002-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339100.1	A/chicken/MO/25-002892-003-original/2025_H5N1	Chicken	1/26/2025	4	North America	USA	Missouri	Gallus gallus	no	Influenza A virus (A/chicken/MO/25-002892-003-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339108.1	A/chicken/MO/25-003398-001-original/2025_H5N1	Chicken	1/30/2025	4	North America	USA	Missouri	Gallus gallus	no	Influenza A virus (A/chicken/MO/25-003398-001-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339116.1	A/chicken/MO/25-003398-002-original/2025_H5N1	Chicken	1/30/2025	4	North America	USA	Missouri	Gallus gallus	no	Influenza A virus (A/chicken/MO/25-003398-002-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339124.1	A/chicken/NE/25-002670-004-original/2025_H5N1	Chicken	1/23/2025	4	North America	USA	Nebraska	Gallus gallus	no	Influenza A virus (A/chicken/NE/25-002670-004-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339132.1	A/chicken/NE/25-003247-002-original/2025_H5N1	Chicken	1/27/2025	4	North America	USA	Nebraska	Gallus gallus	no	Influenza A virus (A/chicken/NE/25-003247-002-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339140.1	A/chicken/NE/25-003247-004-original/2025_H5N1	Chicken	1/27/2025	4	North America	USA	Nebraska	Gallus gallus	no	Influenza A virus (A/chicken/NE/25-003247-004-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339148.1	A/chicken/NY/25-004071-003-original/2025_H5N1	Chicken	2/2/2025	4	North America	USA	New York	Gallus gallus	no	Influenza A virus (A/chicken/NY/25-004071-003-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339156.1	A/chicken/NY/25-004071-004-original/2025_H5N1	Chicken	2/2/2025	4	North America	USA	New York	Gallus gallus	no	Influenza A virus (A/chicken/NY/25-004071-004-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339164.1	A/chicken/NY/25-004071-005-original/2025_H5N1	Chicken	2/2/2025	4	North America	USA	New York	Gallus gallus	no	Influenza A virus (A/chicken/NY/25-004071-005-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339172.1	A/chicken/NY/25-004071-008-original/2025_H5N1	Chicken	2/2/2025	4	North America	USA	New York	Gallus gallus	no	Influenza A virus (A/chicken/NY/25-004071-008-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339228.1	A/chicken/PA/25-002883-002-original/2025_H5N1	Chicken	1/27/2025	4	North America	USA	Pennsylvania	Gallus gallus	no	Influenza A virus (A/chicken/PA/25-002883-002-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339236.1	A/chicken/PA/25-002883-003-original/2025_H5N1	Chicken	1/27/2025	4	North America	USA	Pennsylvania	Gallus gallus	no	Influenza A virus (A/chicken/PA/25-002883-003-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339244.1	A/chicken/PA/25-002883-004-original/2025_H5N1	Chicken	1/27/2025	4	North America	USA	Pennsylvania	Gallus gallus	no	Influenza A virus (A/chicken/PA/25-002883-004-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339252.1	A/chicken/PA/25-003317-004-original/2025_H5N1	Chicken	1/27/2025	4	North America	USA	Pennsylvania	Gallus gallus	no	Influenza A virus (A/chicken/PA/25-003317-004-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339260.1	A/goose/CT/25-003236-001-original/2025_H5N1	Wild Birds	1/28/2025	4	North America	USA	Connecticut	Anatidae	no	Influenza A virus (A/goose/CT/25-003236-001-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339268.1	A/goose/NE/25-002670-001-original/2025_H5N1	Wild Birds	1/23/2025	4	North America	USA	Nebraska	Anatidae	no	Influenza A virus (A/goose/NE/25-002670-001-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339276.1	A/goose/NE/25-002670-002-original/2025_H5N1	Wild Birds	1/23/2025	4	North America	USA	Nebraska	Anatidae	no	Influenza A virus (A/goose/NE/25-002670-002-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339284.1	A/goose/NJ/25-001892-001-original/2025_H5N1	Wild Birds	1/14/2025	4	North America	USA	New Jersey	Anatidae	no	Influenza A virus (A/goose/NJ/25-001892-001-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339292.1	A/goose/NJ/25-001892-002-original/2025_H5N1	Wild Birds	1/14/2025	4	North America	USA	New Jersey	Anatidae	no	Influenza A virus (A/goose/NJ/25-001892-002-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339300.1	A/goose/NJ/25-001892-003-original/2025_H5N1	Wild Birds	1/14/2025	4	North America	USA	New Jersey	Anatidae	no	Influenza A virus (A/goose/NJ/25-001892-003-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339308.1	A/goose/NJ/25-001892-004-original/2025_H5N1	Wild Birds	1/14/2025	4	North America	USA	New Jersey	Anatidae	no	Influenza A virus (A/goose/NJ/25-001892-004-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339316.1	A/goose/NY/25-003591-002-original/2025_H5N1	Wild Birds	1/29/2025	4	North America	USA	New York	Anatidae	no	Influenza A virus (A/goose/NY/25-003591-002-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339324.1	A/goose/NY/25-003591-003-original/2025_H5N1	Wild Birds	1/29/2025	4	North America	USA	New York	Anatidae	no	Influenza A virus (A/goose/NY/25-003591-003-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339332.1	A/goose/NY/25-003591-008-original/2025_H5N1	Wild Birds	1/29/2025	4	North America	USA	New York	Anatidae	no	Influenza A virus (A/goose/NY/25-003591-008-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV339340.1	A/goose/OH/25-002651-001-original/2025_H5N1	Wild Birds	1/22/2025	4	North America	USA	Ohio	Anatidae	no	Influenza A virus (A/goose/OH/25-002651-001-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
